A302100 - Total Workers (1) (Workers 16 years and over),,,
Current date: 5/28/2017 10:35:29 AM (Eastern Daylight Time),,,
RESIDENCE,WORKPLACE,Output,Workers 16 and Over
Virginia,Minnesota,Estimate,240
Virginia,Minnesota,Margin of Error,116
Virginia,Mississippi,Estimate,180
Virginia,Mississippi,Margin of Error,81
Virginia,Missouri,Estimate,400
Virginia,Missouri,Margin of Error,136
Virginia,Montana,Estimate,10
Virginia,Montana,Margin of Error,18
Virginia,Nebraska,Estimate,105
Virginia,Nebraska,Margin of Error,62
Virginia,Nevada,Estimate,140
Virginia,Nevada,Margin of Error,95
Virginia,New Hampshire,Estimate,60
Virginia,New Hampshire,Margin of Error,61
Virginia,New Jersey,Estimate,"1,565"
Virginia,New Jersey,Margin of Error,327
Virginia,New Mexico,Estimate,30
Virginia,New Mexico,Margin of Error,33
Virginia,New York,Estimate,"2,960"
Virginia,New York,Margin of Error,406
Virginia,North Carolina,Estimate,"18,315"
Virginia,North Carolina,Margin of Error,"1,062"
Virginia,North Dakota,Estimate,50
Virginia,North Dakota,Margin of Error,44
Virginia,Ohio,Estimate,880
Virginia,Ohio,Margin of Error,188
Virginia,Oklahoma,Estimate,160
Virginia,Oklahoma,Margin of Error,102
Virginia,Oregon,Estimate,45
Virginia,Oregon,Margin of Error,38
Virginia,Pennsylvania,Estimate,"2,235"
Virginia,Pennsylvania,Margin of Error,369
Virginia,Rhode Island,Estimate,205
Virginia,Rhode Island,Margin of Error,80
Virginia,South Carolina,Estimate,765
Virginia,South Carolina,Margin of Error,158
Virginia,Tennessee,Estimate,"11,180"
Virginia,Tennessee,Margin of Error,661
Virginia,Texas,Estimate,"1,090"
Virginia,Texas,Margin of Error,228
Virginia,Utah,Estimate,105
Virginia,Utah,Margin of Error,87
Virginia,Vermont,Estimate,85
Virginia,Vermont,Margin of Error,73
Virginia,Virginia,Estimate,"3,511,115"
Virginia,Virginia,Margin of Error,"7,618"
Virginia,Washington,Estimate,505
Virginia,Washington,Margin of Error,227
Virginia,West Virginia,Estimate,"7,785"
Virginia,West Virginia,Margin of Error,737
Virginia,Wisconsin,Estimate,250
Virginia,Wisconsin,Margin of Error,85
Virginia,Wyoming,Estimate,10
Virginia,Wyoming,Margin of Error,14
Virginia,Puerto Rico,Estimate,10
Virginia,Puerto Rico,Margin of Error,15
Washington,Alabama,Estimate,120
Washington,Alabama,Margin of Error,78
Washington,Alaska,Estimate,"2,210"
Washington,Alaska,Margin of Error,271
Washington,Arizona,Estimate,540
Washington,Arizona,Margin of Error,166
Washington,Arkansas,Estimate,4
Washington,Arkansas,Margin of Error,16
Washington,California,Estimate,"5,120"
Washington,California,Margin of Error,534
Washington,Colorado,Estimate,410
Washington,Colorado,Margin of Error,124
Washington,Connecticut,Estimate,115
Washington,Connecticut,Margin of Error,94
Washington,District of Columbia,Estimate,255
Washington,District of Columbia,Margin of Error,123
Washington,Florida,Estimate,330
Washington,Florida,Margin of Error,134
Washington,Georgia,Estimate,285
Washington,Georgia,Margin of Error,113
Washington,Hawaii,Estimate,320
Washington,Hawaii,Margin of Error,128
Washington,Idaho,Estimate,"11,675"
Washington,Idaho,Margin of Error,648
Washington,Illinois,Estimate,420
Washington,Illinois,Margin of Error,149
Washington,Indiana,Estimate,105
Washington,Indiana,Margin of Error,74
Washington,Iowa,Estimate,110
Washington,Iowa,Margin of Error,69
Washington,Kansas,Estimate,75
Washington,Kansas,Margin of Error,51
Washington,Kentucky,Estimate,115
Washington,Kentucky,Margin of Error,61
Washington,Louisiana,Estimate,190
Washington,Louisiana,Margin of Error,93
Washington,Maine,Estimate,170
Washington,Maine,Margin of Error,137
Washington,Maryland,Estimate,255
Washington,Maryland,Margin of Error,112
Washington,Massachusetts,Estimate,330
Washington,Massachusetts,Margin of Error,114
Washington,Michigan,Estimate,250
Washington,Michigan,Margin of Error,103
Washington,Minnesota,Estimate,290
Washington,Minnesota,Margin of Error,108
Washington,Mississippi,Estimate,30
Washington,Mississippi,Margin of Error,32
Washington,Missouri,Estimate,135
Washington,Missouri,Margin of Error,91
Washington,Montana,Estimate,550
Washington,Montana,Margin of Error,157
Washington,Nebraska,Estimate,140
Washington,Nebraska,Margin of Error,86
Washington,Nevada,Estimate,640
Washington,Nevada,Margin of Error,172
Washington,New Hampshire,Estimate,15
Washington,New Hampshire,Margin of Error,23
Washington,New Jersey,Estimate,270
Washington,New Jersey,Margin of Error,111
Washington,New Mexico,Estimate,125
Washington,New Mexico,Margin of Error,63
Washington,New York,Estimate,445
Washington,New York,Margin of Error,117
Washington,North Carolina,Estimate,165
Washington,North Carolina,Margin of Error,84
Washington,North Dakota,Estimate,20
Washington,North Dakota,Margin of Error,29
Washington,Ohio,Estimate,455
Washington,Ohio,Margin of Error,159
Washington,Oklahoma,Estimate,160
Washington,Oklahoma,Margin of Error,76
Washington,Oregon,Estimate,"70,940"
Washington,Oregon,Margin of Error,"1,759"
Washington,Pennsylvania,Estimate,235
Washington,Pennsylvania,Margin of Error,118
Washington,Rhode Island,Estimate,100
Washington,Rhode Island,Margin of Error,68
Washington,South Carolina,Estimate,50
Washington,South Carolina,Margin of Error,36
Washington,South Dakota,Estimate,55
Washington,South Dakota,Margin of Error,39
Washington,Tennessee,Estimate,165
Washington,Tennessee,Margin of Error,87
Washington,Texas,Estimate,"1,115"
Washington,Texas,Margin of Error,300
Washington,Utah,Estimate,405
Washington,Utah,Margin of Error,142
Washington,Virginia,Estimate,445
Washington,Virginia,Margin of Error,241
Washington,Washington,Estimate,"2,988,890"
Washington,Washington,Margin of Error,"7,907"
Washington,West Virginia,Estimate,4
Washington,West Virginia,Margin of Error,13
Washington,Wisconsin,Estimate,105
Washington,Wisconsin,Margin of Error,63
Washington,Wyoming,Estimate,45
Washington,Wyoming,Margin of Error,39
West Virginia,Alabama,Estimate,45
West Virginia,Alabama,Margin of Error,41
West Virginia,Arizona,Estimate,130
West Virginia,Arizona,Margin of Error,98
West Virginia,Arkansas,Estimate,25
West Virginia,Arkansas,Margin of Error,30
West Virginia,California,Estimate,145
West Virginia,California,Margin of Error,72
West Virginia,Colorado,Estimate,65
West Virginia,Colorado,Margin of Error,54
West Virginia,Connecticut,Estimate,30
West Virginia,Connecticut,Margin of Error,35
West Virginia,Delaware,Estimate,30
West Virginia,Delaware,Margin of Error,34
West Virginia,District of Columbia,Estimate,"2,000"
West Virginia,District of Columbia,Margin of Error,314
West Virginia,Florida,Estimate,330
West Virginia,Florida,Margin of Error,151
West Virginia,Georgia,Estimate,140
West Virginia,Georgia,Margin of Error,71
West Virginia,Hawaii,Estimate,10
West Virginia,Hawaii,Margin of Error,14
West Virginia,Illinois,Estimate,75
West Virginia,Illinois,Margin of Error,57
West Virginia,Indiana,Estimate,95
West Virginia,Indiana,Margin of Error,58
West Virginia,Iowa,Estimate,55
West Virginia,Iowa,Margin of Error,51
West Virginia,Kansas,Estimate,105
West Virginia,Kansas,Margin of Error,98
West Virginia,Kentucky,Estimate,"5,120"
West Virginia,Kentucky,Margin of Error,458
West Virginia,Louisiana,Estimate,85
West Virginia,Louisiana,Margin of Error,61
West Virginia,Maine,Estimate,30
West Virginia,Maine,Margin of Error,38
West Virginia,Maryland,Estimate,"20,100"
West Virginia,Maryland,Margin of Error,"1,008"
West Virginia,Massachusetts,Estimate,95
West Virginia,Massachusetts,Margin of Error,69
West Virginia,Michigan,Estimate,185
West Virginia,Michigan,Margin of Error,83
West Virginia,Minnesota,Estimate,25
West Virginia,Minnesota,Margin of Error,30
West Virginia,Mississippi,Estimate,15
West Virginia,Mississippi,Margin of Error,17
West Virginia,Missouri,Estimate,45
West Virginia,Missouri,Margin of Error,37
West Virginia,Montana,Estimate,35
West Virginia,Montana,Margin of Error,39
West Virginia,Nebraska,Estimate,70
West Virginia,Nebraska,Margin of Error,69
West Virginia,New Hampshire,Estimate,4
West Virginia,New Hampshire,Margin of Error,6
West Virginia,New Jersey,Estimate,220
West Virginia,New Jersey,Margin of Error,144
West Virginia,New Mexico,Estimate,20
West Virginia,New Mexico,Margin of Error,23
West Virginia,New York,Estimate,195
West Virginia,New York,Margin of Error,111
West Virginia,North Carolina,Estimate,650
West Virginia,North Carolina,Margin of Error,184
West Virginia,North Dakota,Estimate,4
West Virginia,North Dakota,Margin of Error,9
West Virginia,Ohio,Estimate,"16,275"
West Virginia,Ohio,Margin of Error,933
West Virginia,Oklahoma,Estimate,25
West Virginia,Oklahoma,Margin of Error,30
West Virginia,Pennsylvania,Estimate,"11,660"
West Virginia,Pennsylvania,Margin of Error,659
West Virginia,Rhode Island,Estimate,20
West Virginia,Rhode Island,Margin of Error,34
West Virginia,South Carolina,Estimate,175
West Virginia,South Carolina,Margin of Error,120
West Virginia,Tennessee,Estimate,170
West Virginia,Tennessee,Margin of Error,99
West Virginia,Texas,Estimate,140
West Virginia,Texas,Margin of Error,74
West Virginia,Utah,Estimate,10
West Virginia,Utah,Margin of Error,21
West Virginia,Virginia,Estimate,"29,045"
West Virginia,Virginia,Margin of Error,"1,126"
West Virginia,Washington,Estimate,45
West Virginia,Washington,Margin of Error,47
West Virginia,West Virginia,Estimate,"655,935"
West Virginia,West Virginia,Margin of Error,"3,510"
West Virginia,Wisconsin,Estimate,80
West Virginia,Wisconsin,Margin of Error,77
Wisconsin,Alabama,Estimate,125
Wisconsin,Alabama,Margin of Error,74
Wisconsin,Alaska,Estimate,70
Wisconsin,Alaska,Margin of Error,54
Wisconsin,Arizona,Estimate,205
Wisconsin,Arizona,Margin of Error,79
Wisconsin,Arkansas,Estimate,45
Wisconsin,Arkansas,Margin of Error,38
Wisconsin,California,Estimate,515
Wisconsin,California,Margin of Error,141
Wisconsin,Colorado,Estimate,245
Wisconsin,Colorado,Margin of Error,107
Wisconsin,Connecticut,Estimate,80
Wisconsin,Connecticut,Margin of Error,49
Wisconsin,Delaware,Estimate,30
Wisconsin,Delaware,Margin of Error,30
Wisconsin,District of Columbia,Estimate,120
Wisconsin,District of Columbia,Margin of Error,65
Wisconsin,Florida,Estimate,450
Wisconsin,Florida,Margin of Error,112
Wisconsin,Georgia,Estimate,310
Wisconsin,Georgia,Margin of Error,122
Wisconsin,Hawaii,Estimate,45
Wisconsin,Hawaii,Margin of Error,32
Wisconsin,Idaho,Estimate,35
Wisconsin,Idaho,Margin of Error,32
Wisconsin,Illinois,Estimate,"43,340"
Wisconsin,Illinois,Margin of Error,"1,223"
Wisconsin,Indiana,Estimate,455
Wisconsin,Indiana,Margin of Error,102
Wisconsin,Iowa,Estimate,"4,410"
Wisconsin,Iowa,Margin of Error,298
Wisconsin,Kansas,Estimate,185
Wisconsin,Kansas,Margin of Error,65
Wisconsin,Kentucky,Estimate,220
Wisconsin,Kentucky,Margin of Error,89
Wisconsin,Louisiana,Estimate,145
Wisconsin,Louisiana,Margin of Error,75
Wisconsin,Maine,Estimate,4
Wisconsin,Maine,Margin of Error,99
Wisconsin,Maryland,Estimate,85
Wisconsin,Maryland,Margin of Error,59
Wisconsin,Massachusetts,Estimate,190
Wisconsin,Massachusetts,Margin of Error,83
Wisconsin,Michigan,Estimate,"5,270"
Wisconsin,Michigan,Margin of Error,394
Wisconsin,Minnesota,Estimate,"52,390"
Wisconsin,Minnesota,Margin of Error,"1,028"
Wisconsin,Mississippi,Estimate,130
Wisconsin,Mississippi,Margin of Error,79
Wisconsin,Missouri,Estimate,550
Wisconsin,Missouri,Margin of Error,143
Wisconsin,Montana,Estimate,65
Wisconsin,Montana,Margin of Error,38
Wisconsin,Nebraska,Estimate,180
Wisconsin,Nebraska,Margin of Error,70
Wisconsin,Nevada,Estimate,85
Wisconsin,Nevada,Margin of Error,50
Wisconsin,New Hampshire,Estimate,40
Wisconsin,New Hampshire,Margin of Error,35
Wisconsin,New Jersey,Estimate,150
Wisconsin,New Jersey,Margin of Error,60
Wisconsin,New Mexico,Estimate,45
Wisconsin,New Mexico,Margin of Error,33
Wisconsin,New York,Estimate,540
Wisconsin,New York,Margin of Error,162
Wisconsin,North Carolina,Estimate,205
Wisconsin,North Carolina,Margin of Error,86
Wisconsin,North Dakota,Estimate,235
Wisconsin,North Dakota,Margin of Error,72
Wisconsin,Ohio,Estimate,615
Wisconsin,Ohio,Margin of Error,159
Wisconsin,Oklahoma,Estimate,85
Wisconsin,Oklahoma,Margin of Error,45
Wisconsin,Oregon,Estimate,75
Wisconsin,Oregon,Margin of Error,53
Wisconsin,Pennsylvania,Estimate,365
Wisconsin,Pennsylvania,Margin of Error,115
Wisconsin,Rhode Island,Estimate,15
Wisconsin,Rhode Island,Margin of Error,22
Wisconsin,South Carolina,Estimate,90
Wisconsin,South Carolina,Margin of Error,45
Wisconsin,South Dakota,Estimate,65
Wisconsin,South Dakota,Margin of Error,32
Wisconsin,Tennessee,Estimate,195
Wisconsin,Tennessee,Margin of Error,79
Wisconsin,Texas,Estimate,335
Wisconsin,Texas,Margin of Error,92
Wisconsin,Utah,Estimate,55
Wisconsin,Utah,Margin of Error,44
Wisconsin,Vermont,Estimate,25
Wisconsin,Vermont,Margin of Error,32
Wisconsin,Virginia,Estimate,245
Wisconsin,Virginia,Margin of Error,86
Wisconsin,Washington,Estimate,195
Wisconsin,Washington,Margin of Error,91
Wisconsin,West Virginia,Estimate,45
Wisconsin,West Virginia,Margin of Error,38
Wisconsin,Wisconsin,Estimate,"2,698,145"
Wisconsin,Wisconsin,Margin of Error,"6,987"
Wisconsin,Wyoming,Estimate,60
Wisconsin,Wyoming,Margin of Error,54
Wyoming,Alabama,Estimate,15
Wyoming,Alabama,Margin of Error,24
Wyoming,Alaska,Estimate,70
Wyoming,Alaska,Margin of Error,43
Wyoming,Arizona,Estimate,100
Wyoming,Arizona,Margin of Error,80
Wyoming,Arkansas,Estimate,15
Wyoming,Arkansas,Margin of Error,25
Wyoming,California,Estimate,220
Wyoming,California,Margin of Error,132
Wyoming,Colorado,Estimate,"1,410"
Wyoming,Colorado,Margin of Error,267
Wyoming,District of Columbia,Estimate,10
Wyoming,District of Columbia,Margin of Error,14
Wyoming,Florida,Estimate,10
Wyoming,Florida,Margin of Error,15
Wyoming,Hawaii,Estimate,30
Wyoming,Hawaii,Margin of Error,36
Wyoming,Idaho,Estimate,310
Wyoming,Idaho,Margin of Error,135
Wyoming,Illinois,Estimate,75
Wyoming,Illinois,Margin of Error,65
Wyoming,Indiana,Estimate,25
Wyoming,Indiana,Margin of Error,38
Wyoming,Iowa,Estimate,20
Wyoming,Iowa,Margin of Error,29
Wyoming,Kansas,Estimate,50
Wyoming,Kansas,Margin of Error,36
Wyoming,Kentucky,Estimate,25
Wyoming,Kentucky,Margin of Error,26
Wyoming,Louisiana,Estimate,15
Wyoming,Louisiana,Margin of Error,18
Wyoming,Massachusetts,Estimate,15
Wyoming,Massachusetts,Margin of Error,24
Wyoming,Minnesota,Estimate,10
Wyoming,Minnesota,Margin of Error,18
Wyoming,Missouri,Estimate,25
Wyoming,Missouri,Margin of Error,33
Wyoming,Montana,Estimate,"1,065"
Wyoming,Montana,Margin of Error,221
Wyoming,Nebraska,Estimate,"1,000"
Wyoming,Nebraska,Margin of Error,194
Wyoming,Nevada,Estimate,15
Wyoming,Nevada,Margin of Error,25
Wyoming,New Mexico,Estimate,15
Wyoming,New Mexico,Margin of Error,22
Wyoming,New York,Estimate,60
Wyoming,New York,Margin of Error,55
Wyoming,North Dakota,Estimate,265
Wyoming,North Dakota,Margin of Error,124
Wyoming,Ohio,Estimate,20
Wyoming,Ohio,Margin of Error,33
Wyoming,Oklahoma,Estimate,20
Wyoming,Oklahoma,Margin of Error,24
Wyoming,Pennsylvania,Estimate,30
Wyoming,Pennsylvania,Margin of Error,33
Wyoming,South Dakota,Estimate,170
Wyoming,South Dakota,Margin of Error,74
Wyoming,Tennessee,Estimate,10
Wyoming,Tennessee,Margin of Error,19
Wyoming,Texas,Estimate,190
Wyoming,Texas,Margin of Error,97
Wyoming,Utah,Estimate,610
Wyoming,Utah,Margin of Error,169
Wyoming,Virginia,Estimate,10
Wyoming,Virginia,Margin of Error,16
Wyoming,Washington,Estimate,10
Wyoming,Washington,Margin of Error,17
Wyoming,Wisconsin,Estimate,4
Wyoming,Wisconsin,Margin of Error,16
Wyoming,Wyoming,Estimate,"273,800"
Wyoming,Wyoming,Margin of Error,"2,033"
Puerto Rico,Arizona,Estimate,30
Puerto Rico,Arizona,Margin of Error,36
Puerto Rico,California,Estimate,120
Puerto Rico,California,Margin of Error,80
Puerto Rico,Connecticut,Estimate,35
Puerto Rico,Connecticut,Margin of Error,33
Puerto Rico,Delaware,Estimate,25
Puerto Rico,Delaware,Margin of Error,38
Puerto Rico,District of Columbia,Estimate,15
Puerto Rico,District of Columbia,Margin of Error,24
Puerto Rico,Florida,Estimate,265
Puerto Rico,Florida,Margin of Error,118
Puerto Rico,Georgia,Estimate,4
Puerto Rico,Georgia,Margin of Error,17
Puerto Rico,Hawaii,Estimate,35
Puerto Rico,Hawaii,Margin of Error,40
Puerto Rico,Illinois,Estimate,30
Puerto Rico,Illinois,Margin of Error,33
Puerto Rico,Indiana,Estimate,45
Puerto Rico,Indiana,Margin of Error,50
Puerto Rico,Iowa,Estimate,25
Puerto Rico,Iowa,Margin of Error,39
Puerto Rico,Kentucky,Estimate,65
Puerto Rico,Kentucky,Margin of Error,91
Puerto Rico,Louisiana,Estimate,60
Puerto Rico,Louisiana,Margin of Error,52
Puerto Rico,Maryland,Estimate,40
Puerto Rico,Maryland,Margin of Error,38
Puerto Rico,Massachusetts,Estimate,30
Puerto Rico,Massachusetts,Margin of Error,29
Puerto Rico,Michigan,Estimate,45
Puerto Rico,Michigan,Margin of Error,39
Puerto Rico,Minnesota,Estimate,55
Puerto Rico,Minnesota,Margin of Error,58
Puerto Rico,Missouri,Estimate,20
Puerto Rico,Missouri,Margin of Error,29
Puerto Rico,Nebraska,Estimate,20
Puerto Rico,Nebraska,Margin of Error,37
Puerto Rico,New Jersey,Estimate,110
Puerto Rico,New Jersey,Margin of Error,67
Puerto Rico,New York,Estimate,395
Puerto Rico,New York,Margin of Error,166
Puerto Rico,North Carolina,Estimate,30
Puerto Rico,North Carolina,Margin of Error,33
Puerto Rico,Ohio,Estimate,20
Puerto Rico,Ohio,Margin of Error,37
Puerto Rico,Oregon,Estimate,4
Puerto Rico,Oregon,Margin of Error,10
Puerto Rico,Pennsylvania,Estimate,10
Puerto Rico,Pennsylvania,Margin of Error,13
Puerto Rico,Rhode Island,Estimate,10
Puerto Rico,Rhode Island,Margin of Error,13
Puerto Rico,South Carolina,Estimate,10
Puerto Rico,South Carolina,Margin of Error,21
Puerto Rico,Texas,Estimate,105
Puerto Rico,Texas,Margin of Error,69
Puerto Rico,Virginia,Estimate,10
Puerto Rico,Virginia,Margin of Error,13
Puerto Rico,Wisconsin,Estimate,15
Puerto Rico,Wisconsin,Margin of Error,18
Puerto Rico,Puerto Rico,Estimate,"1,103,000"
Puerto Rico,Puerto Rico,Margin of Error,"5,627"
